year,state,region,state_code,bank_type,sector,priority_classification,credit_crore
2019,Karnataka,South,IN-KA,Private Sector Banks,Agriculture,Priority,57.06
2019,Karnataka,South,IN-KA,Private Sector Banks,Manufacturing,Non-priority,71.54
2019,Karnataka,South,IN-KA,Private Sector Banks,Services,Non-priority,91.05
2019,Karnataka,South,IN-KA,Private Sector Banks,Retail Loans,Non-priority,60.7
2019,Karnataka,South,IN-KA,Private Sector Banks,MSME,Priority,42.46
2019,Karnataka,South,IN-KA,Private Sector Banks,Housing,Priority,28.9
2019,Karnataka,South,IN-KA,Regional Rural Banks,Agriculture,Priority,6.32
2019,Karnataka,South,IN-KA,Regional Rural Banks,Manufacturing,Non-priority,7.85
2019,Karnataka,South,IN-KA,Regional Rural Banks,Services,Non-priority,9.78
2019,Karnataka,South,IN-KA,Regional Rural Banks,Retail Loans,Non-priority,6.9
2019,Karnataka,South,IN-KA,Regional Rural Banks,MSME,Priority,4.67
2019,Karnataka,South,IN-KA,Regional Rural Banks,Housing,Priority,3.29
2020,Karnataka,South,IN-KA,Public Sector Banks,Agriculture,Priority,50.22
2020,Karnataka,South,IN-KA,Public Sector Banks,Manufacturing,Non-priority,64.36
2020,Karnataka,South,IN-KA,Public Sector Banks,Services,Non-priority,76.17
2020,Karnataka,South,IN-KA,Public Sector Banks,Retail Loans,Non-priority,58.93
2020,Karnataka,South,IN-KA,Public Sector Banks,MSME,Priority,41.54
2020,Karnataka,South,IN-KA,Public Sector Banks,Housing,Priority,25.46
2020,Karnataka,South,IN-KA,Private Sector Banks,Agriculture,Priority,68.13
2020,Karnataka,South,IN-KA,Private Sector Banks,Manufacturing,Non-priority,91.53
2020,Karnataka,South,IN-KA,Private Sector Banks,Services,Non-priority,99.24
2020,Karnataka,South,IN-KA,Private Sector Banks,Retail Loans,Non-priority,69.92
2020,Karnataka,South,IN-KA,Private Sector Banks,MSME,Priority,47.38
2020,Karnataka,South,IN-KA,Private Sector Banks,Housing,Priority,31.42
2020,Karnataka,South,IN-KA,Regional Rural Banks,Agriculture,Priority,7.69
2020,Karnataka,South,IN-KA,Regional Rural Banks,Manufacturing,Non-priority,10.17
2020,Karnataka,South,IN-KA,Regional Rural Banks,Services,Non-priority,11.23
2020,Karnataka,South,IN-KA,Regional Rural Banks,Retail Loans,Non-priority,8.59
2020,Karnataka,South,IN-KA,Regional Rural Banks,MSME,Priority,5.82
2020,Karnataka,South,IN-KA,Regional Rural Banks,Housing,Priority,3.56
2021,Karnataka,South,IN-KA,Public Sector Banks,Agriculture,Priority,57.62
2021,Karnataka,South,IN-KA,Public Sector Banks,Manufacturing,Non-priority,78.52
2021,Karnataka,South,IN-KA,Public Sector Banks,Services,Non-priority,98.36
2021,Karnataka,South,IN-KA,Public Sector Banks,Retail Loans,Non-priority,73.59
2021,Karnataka,South,IN-KA,Public Sector Banks,MSME,Priority,45.59
2021,Karnataka,South,IN-KA,Public Sector Banks,Housing,Priority,31.59
2021,Karnataka,South,IN-KA,Private Sector Banks,Agriculture,Priority,66.04
2021,Karnataka,South,IN-KA,Private Sector Banks,Manufacturing,Non-priority,94.5
2021,Karnataka,South,IN-KA,Private Sector Banks,Services,Non-priority,114.0
2021,Karnataka,South,IN-KA,Private Sector Banks,Retail Loans,Non-priority,79.83
2021,Karnataka,South,IN-KA,Private Sector Banks,MSME,Priority,49.84
2021,Karnataka,South,IN-KA,Private Sector Banks,Housing,Priority,37.04
2021,Karnataka,South,IN-KA,Regional Rural Banks,Agriculture,Priority,8.2
2021,Karnataka,South,IN-KA,Regional Rural Banks,Manufacturing,Non-priority,10.94
2021,Karnataka,South,IN-KA,Regional Rural Banks,Services,Non-priority,12.79
2021,Karnataka,South,IN-KA,Regional Rural Banks,Retail Loans,Non-priority,9.86
2021,Karnataka,South,IN-KA,Regional Rural Banks,MSME,Priority,6.54
2021,Karnataka,South,IN-KA,Regional Rural Banks,Housing,Priority,3.96
2022,Karnataka,South,IN-KA,Public Sector Banks,Agriculture,Priority,69.68
2022,Karnataka,South,IN-KA,Public Sector Banks,Manufacturing,Non-priority,88.19
2022,Karnataka,South,IN-KA,Public Sector Banks,Services,Non-priority,109.57
2022,Karnataka,South,IN-KA,Public Sector Banks,Retail Loans,Non-priority,81.55
2022,Karnataka,South,IN-KA,Public Sector Banks,MSME,Priority,49.6
2022,Karnataka,South,IN-KA,Public Sector Banks,Housing,Priority,35.34
2022,Karnataka,South,IN-KA,Private Sector Banks,Agriculture,Priority,82.43
2022,Karnataka,South,IN-KA,Private Sector Banks,Manufacturing,Non-priority,101.75
2022,Karnataka,South,IN-KA,Private Sector Banks,Services,Non-priority,131.14
2022,Karnataka,South,IN-KA,Private Sector Banks,Retail Loans,Non-priority,94.6
2022,Karnataka,South,IN-KA,Private Sector Banks,MSME,Priority,57.07
2022,Karnataka,South,IN-KA,Private Sector Banks,Housing,Priority,42.06
2022,Karnataka,South,IN-KA,Regional Rural Banks,Agriculture,Priority,8.84
2022,Karnataka,South,IN-KA,Regional Rural Banks,Manufacturing,Non-priority,11.05
2022,Karnataka,South,IN-KA,Regional Rural Banks,Services,Non-priority,14.71
2022,Karnataka,South,IN-KA,Regional Rural Banks,Retail Loans,Non-priority,9.76
2022,Karnataka,South,IN-KA,Regional Rural Banks,MSME,Priority,6.51
2022,Karnataka,South,IN-KA,Regional Rural Banks,Housing,Priority,4.67
2023,Karnataka,South,IN-KA,Public Sector Banks,Agriculture,Priority,71.08
2023,Karnataka,South,IN-KA,Public Sector Banks,Manufacturing,Non-priority,89.83
2023,Karnataka,South,IN-KA,Public Sector Banks,Services,Non-priority,121.44
2023,Karnataka,South,IN-KA,Public Sector Banks,Retail Loans,Non-priority,78.64
2023,Karnataka,South,IN-KA,Public Sector Banks,MSME,Priority,56.77
2023,Karnataka,South,IN-KA,Public Sector Banks,Housing,Priority,36.61
2023,Karnataka,South,IN-KA,Private Sector Banks,Agriculture,Priority,92.66
2023,Karnataka,South,IN-KA,Private Sector Banks,Manufacturing,Non-priority,126.15
2023,Karnataka,South,IN-KA,Private Sector Banks,Services,Non-priority,137.82
2023,Karnataka,South,IN-KA,Private Sector Banks,Retail Loans,Non-priority,101.52
2023,Karnataka,South,IN-KA,Private Sector Banks,MSME,Priority,71.69
2023,Karnataka,South,IN-KA,Private Sector Banks,Housing,Priority,45.3
2023,Karnataka,South,IN-KA,Regional Rural Banks,Agriculture,Priority,10.27
2023,Karnataka,South,IN-KA,Regional Rural Banks,Manufacturing,Non-priority,14.02
2023,Karnataka,South,IN-KA,Regional Rural Banks,Services,Non-priority,15.91
2023,Karnataka,South,IN-KA,Regional Rural Banks,Retail Loans,Non-priority,12.08
2023,Karnataka,South,IN-KA,Regional Rural Banks,MSME,Priority,7.59
2023,Karnataka,South,IN-KA,Regional Rural Banks,Housing,Priority,5.03
2024,Karnataka,South,IN-KA,Public Sector Banks,Agriculture,Priority,76.65
2024,Karnataka,South,IN-KA,Public Sector Banks,Manufacturing,Non-priority,103.32
2024,Karnataka,South,IN-KA,Public Sector Banks,Services,Non-priority,114.84
2024,Karnataka,South,IN-KA,Public Sector Banks,Retail Loans,Non-priority,83.55
2024,Karnataka,South,IN-KA,Public Sector Banks,MSME,Priority,57.46
2024,Karnataka,South,IN-KA,Public Sector Banks,Housing,Priority,39.34
2024,Karnataka,South,IN-KA,Private Sector Banks,Agriculture,Priority,99.1
2024,Karnataka,South,IN-KA,Private Sector Banks,Manufacturing,Non-priority,131.46
2024,Karnataka,South,IN-KA,Private Sector Banks,Services,Non-priority,158.19
2024,Karnataka,South,IN-KA,Private Sector Banks,Retail Loans,Non-priority,113.88
2024,Karnataka,South,IN-KA,Private Sector Banks,MSME,Priority,73.91
2024,Karnataka,South,IN-KA,Private Sector Banks,Housing,Priority,52.59
2024,Karnataka,South,IN-KA,Regional Rural Banks,Agriculture,Priority,12.0
2024,Karnataka,South,IN-KA,Regional Rural Banks,Manufacturing,Non-priority,14.59
2024,Karnataka,South,IN-KA,Regional Rural Banks,Services,Non-priority,19.24
2024,Karnataka,South,IN-KA,Regional Rural Banks,Retail Loans,Non-priority,13.29
2024,Karnataka,South,IN-KA,Regional Rural Banks,MSME,Priority,9.26
2024,Karnataka,South,IN-KA,Regional Rural Banks,Housing,Priority,5.92
2017,Gujarat,West,IN-GJ,Public Sector Banks,Agriculture,Priority,39.96
2017,Gujarat,West,IN-GJ,Public Sector Banks,Manufacturing,Non-priority,58.85
2017,Gujarat,West,IN-GJ,Public Sector Banks,Services,Non-priority,66.09
2017,Gujarat,West,IN-GJ,Public Sector Banks,Retail Loans,Non-priority,49.71
2017,Gujarat,West,IN-GJ,Public Sector Banks,MSME,Priority,31.41
2017,Gujarat,West,IN-GJ,Public Sector Banks,Housing,Priority,20.04
2017,Gujarat,West,IN-GJ,Private Sector Banks,Agriculture,Priority,30.63
2017,Gujarat,West,IN-GJ,Private Sector Banks,Manufacturing,Non-priority,38.86
2017,Gujarat,West,IN-GJ,Private Sector Banks,Services,Non-priority,50.5
2017,Gujarat,West,IN-GJ,Private Sector Banks,Retail Loans,Non-priority,32.49
2017,Gujarat,West,IN-GJ,Private Sector Banks,MSME,Priority,23.56
2017,Gujarat,West,IN-GJ,Private Sector Banks,Housing,Priority,15.4
2017,Gujarat,West,IN-GJ,Regional Rural Banks,Agriculture,Priority,8.18
2017,Gujarat,West,IN-GJ,Regional Rural Banks,Manufacturing,Non-priority,10.73
2017,Gujarat,West,IN-GJ,Regional Rural Banks,Services,Non-priority,13.47
2017,Gujarat,West,IN-GJ,Regional Rural Banks,Retail Loans,Non-priority,9.85
2017,Gujarat,West,IN-GJ,Regional Rural Banks,MSME,Priority,6.02
2017,Gujarat,West,IN-GJ,Regional Rural Banks,Housing,Priority,4.18
2018,Gujarat,West,IN-GJ,Public Sector Banks,Agriculture,Priority,47.54
2018,Gujarat,West,IN-GJ,Public Sector Banks,Manufacturing,Non-priority,62.4
2018,Gujarat,West,IN-GJ,Public Sector Banks,Services,Non-priority,78.84
2018,Gujarat,West,IN-GJ,Public Sector Banks,Retail Loans,Non-priority,53.19
2018,Gujarat,West,IN-GJ,Public Sector Banks,MSME,Priority,35.52
2018,Gujarat,West,IN-GJ,Public Sector Banks,Housing,Priority,23.35
2018,Gujarat,West,IN-GJ,Private Sector Banks,Agriculture,Priority,32.43
2018,Gujarat,West,IN-GJ,Private Sector Banks,Manufacturing,Non-priority,42.22
2018,Gujarat,West,IN-GJ,Private Sector Banks,Services,Non-priority,53.51
2018,Gujarat,West,IN-GJ,Private Sector Banks,Retail Loans,Non-priority,38.54
2018,Gujarat,West,IN-GJ,Private Sector Banks,MSME,Priority,24.87
2018,Gujarat,West,IN-GJ,Private Sector Banks,Housing,Priority,17.07
2018,Gujarat,West,IN-GJ,Regional Rural Banks,Agriculture,Priority,10.01
2018,Gujarat,West,IN-GJ,Regional Rural Banks,Manufacturing,Non-priority,13.59
2018,Gujarat,West,IN-GJ,Regional Rural Banks,Services,Non-priority,15.18
2018,Gujarat,West,IN-GJ,Regional Rural Banks,Retail Loans,Non-priority,11.11
2018,Gujarat,West,IN-GJ,Regional Rural Banks,MSME,Priority,7.5
2018,Gujarat,West,IN-GJ,Regional Rural Banks,Housing,Priority,5.16
2019,Gujarat,West,IN-GJ,Public Sector Banks,Agriculture,Priority,51.99
2019,Gujarat,West,IN-GJ,Public Sector Banks,Manufacturing,Non-priority,72.19
2019,Gujarat,West,IN-GJ,Public Sector Banks,Services,Non-priority,84.15
2019,Gujarat,West,IN-GJ,Public Sector Banks,Retail Loans,Non-priority,58.51
2019,Gujarat,West,IN-GJ,Public Sector Banks,MSME,Priority,38.11
2019,Gujarat,West,IN-GJ,Public Sector Banks,Housing,Priority,27.32
2019,Gujarat,West,IN-GJ,Private Sector Banks,Agriculture,Priority,41.41
2019,Gujarat,West,IN-GJ,Private Sector Banks,Manufacturing,Non-priority,51.42
2019,Gujarat,West,IN-GJ,Private Sector Banks,Services,Non-priority,60.98
2019,Gujarat,West,IN-GJ,Private Sector Banks,Retail Loans,Non-priority,46.36
2019,Gujarat,West,IN-GJ,Private Sector Banks,MSME,Priority,30.43
2019,Gujarat,West,IN-GJ,Private Sector Banks,Housing,Priority,20.07
2019,Gujarat,West,IN-GJ,Regional Rural Banks,Agriculture,Priority,10.44
2019,Gujarat,West,IN-GJ,Regional Rural Banks,Manufacturing,Non-priority,14.35
2019,Gujarat,West,IN-GJ,Regional Rural Banks,Services,Non-priority,17.22
2019,Gujarat,West,IN-GJ,Regional Rural Banks,Retail Loans,Non-priority,11.93
2019,Gujarat,West,IN-GJ,Regional Rural Banks,MSME,Priority,7.54
2019,Gujarat,West,IN-GJ,Regional Rural Banks,Housing,Priority,4.87
2020,Gujarat,West,IN-GJ,Public Sector Banks,Agriculture,Priority,64.73
2020,Gujarat,West,IN-GJ,Public Sector Banks,Manufacturing,Non-priority,77.23
2020,Gujarat,West,IN-GJ,Public Sector Banks,Services,Non-priority,97.21
2020,Gujarat,West,IN-GJ,Public Sector Banks,Retail Loans,Non-priority,70.62
2020,Gujarat,West,IN-GJ,Public Sector Banks,MSME,Priority,46.14
2020,Gujarat,West,IN-GJ,Public Sector Banks,Housing,Priority,29.11
2020,Gujarat,West,IN-GJ,Private Sector Banks,Agriculture,Priority,44.77
2020,Gujarat,West,IN-GJ,Private Sector Banks,Manufacturing,Non-priority,54.88
2020,Gujarat,West,IN-GJ,Private Sector Banks,Services,Non-priority,68.66
2020,Gujarat,West,IN-GJ,Private Sector Banks,Retail Loans,Non-priority,47.03
2020,Gujarat,West,IN-GJ,Private Sector Banks,MSME,Priority,34.04
2020,Gujarat,West,IN-GJ,Private Sector Banks,Housing,Priority,22.28
2020,Gujarat,West,IN-GJ,Regional Rural Banks,Agriculture,Priority,11.32
2020,Gujarat,West,IN-GJ,Regional Rural Banks,Manufacturing,Non-priority,16.11
2020,Gujarat,West,IN-GJ,Regional Rural Banks,Services,Non-priority,17.91
2020,Gujarat,West,IN-GJ,Regional Rural Banks,Retail Loans,Non-priority,13.12
2020,Gujarat,West,IN-GJ,Regional Rural Banks,MSME,Priority,9.26
2020,Gujarat,West,IN-GJ,Regional Rural Banks,Housing,Priority,5.92
2021,Gujarat,West,IN-GJ,Public Sector Banks,Agriculture,Priority,65.99
2021,Gujarat,West,IN-GJ,Public Sector Banks,Manufacturing,Non-priority,91.01
2021,Gujarat,West,IN-GJ,Public Sector Banks,Services,Non-priority,106.95
2021,Gujarat,West,IN-GJ,Public Sector Banks,Retail Loans,Non-priority,78.6
2021,Gujarat,West,IN-GJ,Public Sector Banks,MSME,Priority,48.64
2021,Gujarat,West,IN-GJ,Public Sector Banks,Housing,Priority,33.85
2021,Gujarat,West,IN-GJ,Private Sector Banks,Agriculture,Priority,48.4
2021,Gujarat,West,IN-GJ,Private Sector Banks,Manufacturing,Non-priority,70.8
2021,Gujarat,West,IN-GJ,Private Sector Banks,Services,Non-priority,80.83
2021,Gujarat,West,IN-GJ,Private Sector Banks,Retail Loans,Non-priority,55.66
2021,Gujarat,West,IN-GJ,Private Sector Banks,MSME,Priority,36.61
2021,Gujarat,West,IN-GJ,Private Sector Banks,Housing,Priority,25.64
2021,Gujarat,West,IN-GJ,Regional Rural Banks,Agriculture,Priority,13.27
2021,Gujarat,West,IN-GJ,Regional Rural Banks,Manufacturing,Non-priority,16.43
2021,Gujarat,West,IN-GJ,Regional Rural Banks,Services,Non-priority,18.75
2021,Gujarat,West,IN-GJ,Regional Rural Banks,Retail Loans,Non-priority,14.87
2021,Gujarat,West,IN-GJ,Regional Rural Banks,MSME,Priority,9.48
2021,Gujarat,West,IN-GJ,Regional Rural Banks,Housing,Priority,6.48
2022,Gujarat,West,IN-GJ,Public Sector Banks,Agriculture,Priority,78.78
2022,Gujarat,West,IN-GJ,Public Sector Banks,Manufacturing,Non-priority,93.99
2022,Gujarat,West,IN-GJ,Public Sector Banks,Services,Non-priority,117.01
2022,Gujarat,West,IN-GJ,Public Sector Banks,Retail Loans,Non-priority,82.8
2022,Gujarat,West,IN-GJ,Public Sector Banks,MSME,Priority,58.93
2022,Gujarat,West,IN-GJ,Public Sector Banks,Housing,Priority,37.18
2022,Gujarat,West,IN-GJ,Private Sector Banks,Agriculture,Priority,60.87
2022,Gujarat,West,IN-GJ,Private Sector Banks,Manufacturing,Non-priority,76.04
2022,Gujarat,West,IN-GJ,Private Sector Banks,Services,Non-priority,97.11
2022,Gujarat,West,IN-GJ,Private Sector Banks,Retail Loans,Non-priority,66.56
2022,Gujarat,West,IN-GJ,Private Sector Banks,MSME,Priority,46.03
2022,Gujarat,West,IN-GJ,Private Sector Banks,Housing,Priority,28.55
2022,Gujarat,West,IN-GJ,Regional Rural Banks,Agriculture,Priority,14.33
2022,Gujarat,West,IN-GJ,Regional Rural Banks,Manufacturing,Non-priority,17.95
2022,Gujarat,West,IN-GJ,Regional Rural Banks,Services,Non-priority,22.6
2022,Gujarat,West,IN-GJ,Regional Rural Banks,Retail Loans,Non-priority,15.94
2022,Gujarat,West,IN-GJ,Regional Rural Banks,MSME,Priority,10.88
2022,Gujarat,West,IN-GJ,Regional Rural Banks,Housing,Priority,7.23
2023,Gujarat,West,IN-GJ,Public Sector Banks,Agriculture,Priority,85.08
2023,Gujarat,West,IN-GJ,Public Sector Banks,Manufacturing,Non-priority,109.7
2023,Gujarat,West,IN-GJ,Public Sector Banks,Services,Non-priority,125.6
2023,Gujarat,West,IN-GJ,Public Sector Banks,Retail Loans,Non-priority,97.52
2023,Gujarat,West,IN-GJ,Public Sector Banks,MSME,Priority,58.86
2023,Gujarat,West,IN-GJ,Public Sector Banks,Housing,Priority,42.87
2023,Gujarat,West,IN-GJ,Private Sector Banks,Agriculture,Priority,65.74
2023,Gujarat,West,IN-GJ,Private Sector Banks,Manufacturing,Non-priority,87.84
2023,Gujarat,West,IN-GJ,Private Sector Banks,Services,Non-priority,107.23
2023,Gujarat,West,IN-GJ,Private Sector Banks,Retail Loans,Non-priority,73.03
2023,Gujarat,West,IN-GJ,Private Sector Banks,MSME,Priority,45.64
2023,Gujarat,West,IN-GJ,Private Sector Banks,Housing,Priority,32.26
2023,Gujarat,West,IN-GJ,Regional Rural Banks,Agriculture,Priority,16.71
2023,Gujarat,West,IN-GJ,Regional Rural Banks,Manufacturing,Non-priority,22.14
2023,Gujarat,West,IN-GJ,Regional Rural Banks,Services,Non-priority,26.27
2023,Gujarat,West,IN-GJ,Regional Rural Banks,Retail Loans,Non-priority,19.67
2023,Gujarat,West,IN-GJ,Regional Rural Banks,MSME,Priority,12.55
2023,Gujarat,West,IN-GJ,Regional Rural Banks,Housing,Priority,8.61
2024,Gujarat,West,IN-GJ,Public Sector Banks,Agriculture,Priority,89.45
2024,Gujarat,West,IN-GJ,Public Sector Banks,Manufacturing,Non-priority,122.64
2024,Gujarat,West,IN-GJ,Public Sector Banks,Services,Non-priority,146.12
2024,Gujarat,West,IN-GJ,Public Sector Banks,Retail Loans,Non-priority,108.58
2024,Gujarat,West,IN-GJ,Public Sector Banks,MSME,Priority,72.09
2024,Gujarat,West,IN-GJ,Public Sector Banks,Housing,Priority,47.9
2024,Gujarat,West,IN-GJ,Private Sector Banks,Agriculture,Priority,69.62
2024,Gujarat,West,IN-GJ,Private Sector Banks,Manufacturing,Non-priority,92.47
2024,Gujarat,West,IN-GJ,Private Sector Banks,Services,Non-priority,99.34
2024,Gujarat,West,IN-GJ,Private Sector Banks,Retail Loans,Non-priority,72.3
2024,Gujarat,West,IN-GJ,Private Sector Banks,MSME,Priority,51.7
2024,Gujarat,West,IN-GJ,Private Sector Banks,Housing,Priority,35.59
2024,Gujarat,West,IN-GJ,Regional Rural Banks,Agriculture,Priority,18.33
2024,Gujarat,West,IN-GJ,Regional Rural Banks,Manufacturing,Non-priority,25.77
2024,Gujarat,West,IN-GJ,Regional Rural Banks,Services,Non-priority,31.81
2024,Gujarat,West,IN-GJ,Regional Rural Banks,Retail Loans,Non-priority,21.83
2024,Gujarat,West,IN-GJ,Regional Rural Banks,MSME,Priority,14.96
2024,Gujarat,West,IN-GJ,Regional Rural Banks,Housing,Priority,10.2
2017,Uttar Pradesh,North,IN-UP,Public Sector Banks,Agriculture,Priority,111.48
2017,Uttar Pradesh,North,IN-UP,Public Sector Banks,Manufacturing,Non-priority,141.9
2017,Uttar Pradesh,North,IN-UP,Public Sector Banks,Services,Non-priority,177.77
2017,Uttar Pradesh,North,IN-UP,Public Sector Banks,Retail Loans,Non-priority,128.56
2017,Uttar Pradesh,North,IN-UP,Public Sector Banks,MSME,Priority,88.2
2017,Uttar Pradesh,North,IN-UP,Public Sector Banks,Housing,Priority,54.24
2017,Uttar Pradesh,North,IN-UP,Private Sector Banks,Agriculture,Priority,80.85
2017,Uttar Pradesh,North,IN-UP,Private Sector Banks,Manufacturing,Non-priority,115.66
2017,Uttar Pradesh,North,IN-UP,Private Sector Banks,Services,Non-priority,124.68
2017,Uttar Pradesh,North,IN-UP,Private Sector Banks,Retail Loans,Non-priority,93.64
2017,Uttar Pradesh,North,IN-UP,Private Sector Banks,MSME,Priority,60.74
2017,Uttar Pradesh,North,IN-UP,Private Sector Banks,Housing,Priority,40.5
2017,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Agriculture,Priority,22.23
2017,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Manufacturing,Non-priority,27.26
2017,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Services,Non-priority,33.7
2017,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Retail Loans,Non-priority,23.96
2017,Uttar Pradesh,North,IN-UP,Regional Rural Banks,MSME,Priority,16.49
2017,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Housing,Priority,11.06
2018,Uttar Pradesh,North,IN-UP,Public Sector Banks,Agriculture,Priority,119.9
2018,Uttar Pradesh,North,IN-UP,Public Sector Banks,Manufacturing,Non-priority,161.24
2018,Uttar Pradesh,North,IN-UP,Public Sector Banks,Services,Non-priority,194.62
2018,Uttar Pradesh,North,IN-UP,Public Sector Banks,Retail Loans,Non-priority,135.78
2018,Uttar Pradesh,North,IN-UP,Public Sector Banks,MSME,Priority,94.52
2018,Uttar Pradesh,North,IN-UP,Public Sector Banks,Housing,Priority,63.0
2018,Uttar Pradesh,North,IN-UP,Private Sector Banks,Agriculture,Priority,98.23
2018,Uttar Pradesh,North,IN-UP,Private Sector Banks,Manufacturing,Non-priority,122.62
2018,Uttar Pradesh,North,IN-UP,Private Sector Banks,Services,Non-priority,151.78
2018,Uttar Pradesh,North,IN-UP,Private Sector Banks,Retail Loans,Non-priority,111.06
2018,Uttar Pradesh,North,IN-UP,Private Sector Banks,MSME,Priority,74.55
2018,Uttar Pradesh,North,IN-UP,Private Sector Banks,Housing,Priority,45.34
2018,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Agriculture,Priority,24.29
2018,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Manufacturing,Non-priority,34.04
2018,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Services,Non-priority,39.59
2018,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Retail Loans,Non-priority,27.6
2018,Uttar Pradesh,North,IN-UP,Regional Rural Banks,MSME,Priority,19.08
2018,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Housing,Priority,12.69
2019,Uttar Pradesh,North,IN-UP,Public Sector Banks,Agriculture,Priority,156.14
2019,Uttar Pradesh,North,IN-UP,Public Sector Banks,Manufacturing,Non-priority,199.48
2019,Uttar Pradesh,North,IN-UP,Public Sector Banks,Services,Non-priority,246.23
2019,Uttar Pradesh,North,IN-UP,Public Sector Banks,Retail Loans,Non-priority,171.99
2019,Uttar Pradesh,North,IN-UP,Public Sector Banks,MSME,Priority,109.62
2019,Uttar Pradesh,North,IN-UP,Public Sector Banks,Housing,Priority,74.27
2019,Uttar Pradesh,North,IN-UP,Private Sector Banks,Agriculture,Priority,105.61
2019,Uttar Pradesh,North,IN-UP,Private Sector Banks,Manufacturing,Non-priority,146.86
2019,Uttar Pradesh,North,IN-UP,Private Sector Banks,Services,Non-priority,162.59
2019,Uttar Pradesh,North,IN-UP,Private Sector Banks,Retail Loans,Non-priority,116.59
2019,Uttar Pradesh,North,IN-UP,Private Sector Banks,MSME,Priority,81.93
2019,Uttar Pradesh,North,IN-UP,Private Sector Banks,Housing,Priority,57.59
2019,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Agriculture,Priority,27.99
2019,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Manufacturing,Non-priority,39.5
2019,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Services,Non-priority,45.1
2019,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Retail Loans,Non-priority,33.9
2019,Uttar Pradesh,North,IN-UP,Regional Rural Banks,MSME,Priority,22.41
2019,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Housing,Priority,14.16
2020,Uttar Pradesh,North,IN-UP,Public Sector Banks,Agriculture,Priority,172.51
2020,Uttar Pradesh,North,IN-UP,Public Sector Banks,Manufacturing,Non-priority,223.28
2020,Uttar Pradesh,North,IN-UP,Public Sector Banks,Services,Non-priority,262.04
2020,Uttar Pradesh,North,IN-UP,Public Sector Banks,Retail Loans,Non-priority,195.26
2020,Uttar Pradesh,North,IN-UP,Public Sector Banks,MSME,Priority,129.74
2020,Uttar Pradesh,North,IN-UP,Public Sector Banks,Housing,Priority,84.63
2020,Uttar Pradesh,North,IN-UP,Private Sector Banks,Agriculture,Priority,120.37
2020,Uttar Pradesh,North,IN-UP,Private Sector Banks,Manufacturing,Non-priority,156.18
2020,Uttar Pradesh,North,IN-UP,Private Sector Banks,Services,Non-priority,191.71
2020,Uttar Pradesh,North,IN-UP,Private Sector Banks,Retail Loans,Non-priority,138.4
2020,Uttar Pradesh,North,IN-UP,Private Sector Banks,MSME,Priority,91.08
2020,Uttar Pradesh,North,IN-UP,Private Sector Banks,Housing,Priority,62.45
2020,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Agriculture,Priority,29.22
2020,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Manufacturing,Non-priority,42.86
2020,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Services,Non-priority,49.12
2020,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Retail Loans,Non-priority,37.08
2020,Uttar Pradesh,North,IN-UP,Regional Rural Banks,MSME,Priority,22.57
2020,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Housing,Priority,14.7
2021,Uttar Pradesh,North,IN-UP,Public Sector Banks,Agriculture,Priority,190.8
2021,Uttar Pradesh,North,IN-UP,Public Sector Banks,Manufacturing,Non-priority,241.33
2021,Uttar Pradesh,North,IN-UP,Public Sector Banks,Services,Non-priority,319.88
2021,Uttar Pradesh,North,IN-UP,Public Sector Banks,Retail Loans,Non-priority,212.99
2021,Uttar Pradesh,North,IN-UP,Public Sector Banks,MSME,Priority,145.2
2021,Uttar Pradesh,North,IN-UP,Public Sector Banks,Housing,Priority,91.62
2021,Uttar Pradesh,North,IN-UP,Private Sector Banks,Agriculture,Priority,135.24
2021,Uttar Pradesh,North,IN-UP,Private Sector Banks,Manufacturing,Non-priority,178.92
2021,Uttar Pradesh,North,IN-UP,Private Sector Banks,Services,Non-priority,219.21
2021,Uttar Pradesh,North,IN-UP,Private Sector Banks,Retail Loans,Non-priority,148.19
2021,Uttar Pradesh,North,IN-UP,Private Sector Banks,MSME,Priority,102.72
2021,Uttar Pradesh,North,IN-UP,Private Sector Banks,Housing,Priority,63.28
2021,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Agriculture,Priority,32.89
2021,Uttar Pradesh,North,IN-UP,Regional Rural Banks,Manufacturing,Non-priority,46.18
